date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-05-11,6421,2026051105011623,SHIVM,47,41,100,689.00,"68,900.00"
2026-05-11,6422,2026051105011622,SHIVM,47,57,15,689.00,"10,335.00"
2026-05-11,6423,2026051105011572,SHIVM,47,54,200,686.30,"137,260.00"
2026-05-11,6424,2026051105011436,SHIVM,62,44,154,686.00,"105,644.00"
2026-05-11,6425,2026051105011379,SHIVM,41,44,15,686.00,"10,290.00"
2026-05-11,6426,2026051105011302,SHIVM,48,53,195,686.00,"133,770.00"
2026-05-11,6427,2026051105011301,SHIVM,48,8,405,686.00,"277,830.00"
2026-05-11,6428,2026051105011602,SHIVM,47,59,20,687.00,"13,740.00"
2026-05-11,6429,2026051105011601,SHIVM,47,32,20,686.80,"13,736.00"
2026-05-11,6430,2026051105011600,SHIVM,47,38,200,686.60,"137,320.00"
2026-05-11,6431,2026051105011599,SHIVM,47,25,454,686.60,"311,716.40"
2026-05-11,6432,2026051105011574,SHIVM,47,25,546,686.60,"374,883.60"
2026-05-11,6433,2026051105011573,SHIVM,47,56,"4,254",686.40,"2,919,945.60"
2026-05-11,6434,2026051105011611,SHIVM,47,25,50,688.60,"34,430.00"
2026-05-11,6435,2026051105011610,SHIVM,47,45,200,688.50,"137,700.00"
2026-05-11,6436,2026051105011609,SHIVM,47,94,373,688.40,"256,773.20"
2026-05-11,6437,2026051105011605,SHIVM,47,63,200,688.00,"137,600.00"
2026-05-11,6438,2026051105011604,SHIVM,47,74,"1,985",688.00,"1,365,680.00"
2026-05-11,6439,2026051105011603,SHIVM,47,4,50,687.00,"34,350.00"
2026-05-11,6440,2026051105011621,SHIVM,47,85,737,689.00,"507,793.00"
2026-05-11,6441,2026051105011616,SHIVM,47,85,263,689.00,"181,207.00"
2026-05-11,6442,2026051105011615,SHIVM,47,16,85,689.00,"58,565.00"
2026-05-11,6443,2026051105011614,SHIVM,47,6,500,688.90,"344,450.00"
2026-05-11,6444,2026051105011613,SHIVM,47,51,500,688.90,"344,450.00"
2026-05-11,6445,2026051105011612,SHIVM,47,20,100,688.90,"68,890.00"
2026-05-11,6446,2026051105011545,SLCF,21,19,200,9.93,"1,986.00"
2026-05-11,6447,2026051105011491,SLCF,21,29,500,9.93,"4,965.00"
2026-05-11,6448,2026051105011576,SMH,34,34,40,583.90,"23,356.00"
2026-05-11,6449,2026051105011515,SMH,62,34,24,583.90,"14,013.60"
2026-05-11,6450,2026051105011479,SMH,34,56,53,582.20,"30,856.60"
2026-05-11,6451,2026051105011407,SMH,34,56,53,582.20,"30,856.60"
2026-05-11,6452,2026051105011579,SMHL,84,38,11,505.10,"5,556.10"
2026-05-11,6453,2026051105011540,SMHL,47,57,10,505.40,"5,054.00"
2026-05-11,6454,2026051105011380,SMHL,58,57,10,505.30,"5,053.00"
2026-05-11,6455,2026051105011345,SMHL,34,17,100,505.20,"50,520.00"
2026-05-11,6456,2026051105011263,SMHL,34,33,199,505.20,"100,534.80"
2026-05-11,6457,2026051105011246,SMHL,84,62,25,505.10,"12,627.50"
2026-05-11,6458,2026051105011245,SMHL,84,33,200,505.10,"101,020.00"
2026-05-11,6459,2026051105011699,SMJC,36,35,500,452.90,"226,450.00"
2026-05-11,6460,2026051105011682,SMJC,11,17,30,450.10,"13,503.00"
2026-05-11,6461,2026051105011433,SMJC,34,44,10,452.00,"4,520.00"
2026-05-11,6462,2026051105011387,SMJC,34,58,10,452.00,"4,520.00"
2026-05-11,6463,2026051105011386,SMJC,34,22,20,452.00,"9,040.00"
2026-05-11,6464,2026051105011385,SMJC,34,6,10,452.00,"4,520.00"
2026-05-11,6465,2026051105011324,SMJC,58,58,10,450.10,"4,501.00"
2026-05-11,6466,2026051105011640,SONA,29,41,10,441.10,"4,411.00"
2026-05-11,6467,2026051105011607,SONA,25,49,10,441.20,"4,412.00"
2026-05-11,6468,2026051105011323,SONA,58,44,10,441.20,"4,412.00"
2026-05-11,6469,2026051105011284,SONA,58,8,50,441.20,"22,060.00"
2026-05-11,6470,2026051105011266,SONA,58,22,10,441.20,"4,412.00"
2026-05-11,6471,2026051105011253,SONA,58,21,10,441.20,"4,412.00"
2026-05-11,6472,2026051105011701,TAMOR,16,17,330,440.00,"145,200.00"
2026-05-11,6473,2026051105011700,TAMOR,50,17,190,440.10,"83,619.00"
2026-05-11,6474,2026051105011639,TAMOR,50,38,10,440.10,"4,401.00"
2026-05-11,6475,2026051105011344,TAMOR,16,42,100,442.00,"44,200.00"
2026-05-11,6476,2026051105011343,TAMOR,16,58,10,442.00,"4,420.00"
2026-05-11,6477,2026051105011342,TAMOR,16,35,10,442.00,"4,420.00"
2026-05-11,6478,2026051105011341,TAMOR,16,22,10,442.00,"4,420.00"
2026-05-11,6479,2026051105011384,TPC,38,56,91,374.00,"34,034.00"
2026-05-11,6480,2026051105011383,TPC,38,56,39,374.00,"14,586.00"
2026-05-11,6481,2026051105011277,TPC,38,37,10,374.00,"3,740.00"
2026-05-11,6482,2026051105011225,TPC,38,37,10,374.00,"3,740.00"
2026-05-11,6483,2026051105011224,TPC,18,37,100,374.10,"37,410.00"
2026-05-11,6484,2026051105011223,TPC,29,37,100,374.20,"37,420.00"
2026-05-11,6485,2026051105011222,TPC,14,37,50,374.30,"18,715.00"
2026-05-11,6486,2026051105011702,TVCL,17,28,100,544.90,"54,490.00"
2026-05-11,6487,2026051105011522,TVCL,72,17,17,544.90,"9,263.30"
2026-05-11,6488,2026051105011473,USHEC,49,45,10,500.00,"5,000.00"
2026-05-11,6489,2026051105011472,USHEC,49,42,50,500.00,"25,000.00"
2026-05-11,6490,2026051105011471,USHEC,49,33,56,500.00,"28,000.00"
2026-05-11,6491,2026051105011459,USHL,38,49,27,648.50,"17,509.50"
2026-05-11,6492,2026051105011426,USHL,38,14,28,648.50,"18,158.00"
2026-05-11,6493,2026051105011316,USHL,38,14,22,648.50,"14,267.00"
2026-05-11,6494,2026051105011315,USHL,38,80,10,648.00,"6,480.00"
2026-05-11,6495,2026051105011314,USHL,38,59,88,646.00,"56,848.00"
2026-05-11,6496,2026051105011313,USHL,38,58,400,643.00,"257,200.00"
2026-05-11,6497,2026051105011312,USHL,38,42,10,640.00,"6,400.00"
2026-05-11,6498,2026051105011311,USHL,38,59,250,640.00,"160,000.00"
2026-05-11,6499,2026051105011310,USHL,38,59,250,639.00,"159,750.00"
2026-05-11,6500,2026051105011606,VLUCL,16,54,10,491.30,"4,913.00"
2026-05-11,6501,2026051105011169,AHL,42,11,50,515.50,"25,775.00"
2026-05-11,6502,2026051105011168,AHL,49,11,50,515.50,"25,775.00"
2026-05-11,6503,2026051105011090,AHL,89,41,100,515.50,"51,550.00"
2026-05-11,6504,2026051105010754,AHL,56,22,10,515.40,"5,154.00"
2026-05-11,6505,2026051105010824,BBC,26,50,11,"4,829.00","53,119.00"
2026-05-11,6506,2026051105011211,BEDC,11,45,20,374.00,"7,480.00"
2026-05-11,6507,2026051105011142,BEDC,87,36,30,374.00,"11,220.00"
2026-05-11,6508,2026051105010839,BEDC,87,57,10,374.00,"3,740.00"
2026-05-11,6509,2026051105011038,BHDC,42,58,11,470.00,"5,170.00"
2026-05-11,6510,2026051105010935,BHDC,42,52,20,471.00,"9,420.00"
2026-05-11,6511,2026051105010934,BHDC,29,52,220,471.00,"103,620.00"
2026-05-11,6512,2026051105010933,BHDC,58,52,28,471.00,"13,188.00"
2026-05-11,6513,2026051105010828,BHDC,85,43,10,474.80,"4,748.00"
2026-05-11,6514,2026051105011200,BHL,34,57,170,226.00,"38,420.00"
2026-05-11,6515,2026051105011149,BHL,36,35,20,225.70,"4,514.00"
2026-05-11,6516,2026051105011136,BHL,22,57,30,226.00,"6,780.00"
2026-05-11,6517,2026051105011135,BHL,22,22,70,226.00,"15,820.00"
2026-05-11,6518,2026051105011089,BHL,6,22,30,226.00,"6,780.00"
2026-05-11,6519,2026051105011088,BHL,6,29,500,226.00,"113,000.00"
2026-05-11,6520,2026051105010752,BHL,6,58,10,225.50,"2,255.00"
2026-05-11,6521,2026051105010749,BHL,42,49,55,226.00,"12,430.00"
2026-05-11,6522,2026051105010748,BHL,42,51,100,226.00,"22,600.00"
2026-05-11,6523,2026051105010747,BHL,42,25,355,226.00,"80,230.00"
2026-05-11,6524,2026051105010746,BHL,42,32,340,225.90,"76,806.00"
2026-05-11,6525,2026051105010745,BHL,42,49,50,225.90,"11,295.00"
2026-05-11,6526,2026051105010946,BHL,32,36,40,226.00,"9,040.00"
2026-05-11,6527,2026051105010945,BHL,32,49,220,226.00,"49,720.00"
2026-05-11,6528,2026051105010936,BHL,89,58,41,225.60,"9,249.60"
2026-05-11,6529,2026051105010917,BHL,32,16,500,225.90,"112,950.00"
2026-05-11,6530,2026051105010880,BHL,6,52,100,225.50,"22,550.00"
2026-05-11,6531,2026051105010825,BHL,6,50,100,225.50,"22,550.00"
2026-05-11,6532,2026051105010965,BHL,6,19,100,226.00,"22,600.00"
2026-05-11,6533,2026051105010964,BHL,6,36,100,226.00,"22,600.00"
2026-05-11,6534,2026051105010963,BHL,6,19,25,226.00,"5,650.00"
2026-05-11,6535,2026051105010949,BHL,32,19,75,226.00,"16,950.00"
2026-05-11,6536,2026051105010948,BHL,32,57,100,226.00,"22,600.00"
2026-05-11,6537,2026051105010947,BHL,32,57,65,226.00,"14,690.00"
2026-05-11,6538,2026051105010973,BHL,6,34,28,226.00,"6,328.00"
2026-05-11,6539,2026051105010972,BHL,6,57,847,226.00,"191,422.00"
2026-05-11,6540,2026051105010971,BHL,6,45,125,226.00,"28,250.00"
2026-05-11,6541,2026051105010968,BHL,32,45,500,226.00,"113,000.00"
2026-05-11,6542,2026051105010967,BHL,6,45,375,226.00,"84,750.00"
2026-05-11,6543,2026051105010966,BHL,6,49,400,226.00,"90,400.00"
2026-05-11,6544,2026051105011050,BHL,6,11,200,226.00,"45,200.00"
2026-05-11,6545,2026051105011049,BHL,6,34,187,226.00,"42,262.00"
2026-05-11,6546,2026051105011044,BHL,6,34,235,226.00,"53,110.00"
2026-05-11,6547,2026051105011043,BHL,6,58,765,225.80,"172,737.00"
2026-05-11,6548,2026051105011024,BHL,4,58,35,225.80,"7,903.00"
2026-05-11,6549,2026051105010977,BHL,6,58,200,225.80,"45,160.00"
2026-05-11,6550,2026051105011056,BHL,6,58,103,226.00,"23,278.00"
2026-05-11,6551,2026051105011055,BHL,6,25,20,226.00,"4,520.00"
2026-05-11,6552,2026051105011054,BHL,6,21,20,226.00,"4,520.00"
2026-05-11,6553,2026051105011053,BHL,6,4,300,226.00,"67,800.00"
2026-05-11,6554,2026051105011052,BHL,6,42,70,226.00,"15,820.00"
2026-05-11,6555,2026051105011051,BHL,6,4,100,226.00,"22,600.00"
2026-05-11,6556,2026051105011064,BHL,6,59,100,226.00,"22,600.00"
2026-05-11,6557,2026051105011063,BHL,6,21,150,226.00,"33,900.00"
2026-05-11,6558,2026051105011062,BHL,6,58,50,226.00,"11,300.00"
2026-05-11,6559,2026051105011061,BHL,6,49,10,226.00,"2,260.00"
2026-05-11,6560,2026051105011060,BHL,6,45,500,226.00,"113,000.00"
2026-05-11,6561,2026051105011059,BHL,6,58,80,226.00,"18,080.00"
2026-05-11,6562,2026051105011087,BHL,6,58,35,226.00,"7,910.00"
2026-05-11,6563,2026051105011086,BHL,6,7,150,226.00,"33,900.00"
2026-05-11,6564,2026051105011085,BHL,6,34,50,226.00,"11,300.00"
2026-05-11,6565,2026051105011084,BHL,6,59,65,226.00,"14,690.00"
2026-05-11,6566,2026051105011066,BHL,6,59,10,226.00,"2,260.00"
2026-05-11,6567,2026051105011065,BHL,6,59,100,226.00,"22,600.00"
2026-05-11,6568,2026051105011171,BNHC,14,58,10,329.10,"3,291.00"
2026-05-11,6569,2026051105011160,CIT,1,45,100,"1,775.00","177,500.00"
2026-05-11,6570,2026051105010985,CIT,39,13,34,"1,775.90","60,380.60"
2026-05-11,6571,2026051105010959,CIT,26,13,15,"1,775.90","26,638.50"
2026-05-11,6572,2026051105010958,CIT,26,5,10,"1,775.00","17,750.00"
2026-05-11,6573,2026051105011174,CKHL,32,42,200,679.00,"135,800.00"
2026-05-11,6574,2026051105011191,CLI,58,57,13,458.50,"5,960.50"
2026-05-11,6575,2026051105011068,CLI,74,58,13,458.00,"5,954.00"
2026-05-11,6576,2026051105011023,CLI,74,57,13,458.00,"5,954.00"
2026-05-11,6577,2026051105011014,CLI,74,49,13,458.00,"5,954.00"
2026-05-11,6578,2026051105010995,CLI,46,83,26,459.00,"11,934.00"
2026-05-11,6579,2026051105010976,CLI,5,58,3,458.00,"1,374.00"
2026-05-11,6580,2026051105010974,CLI,74,21,13,458.00,"5,954.00"
2026-05-11,6581,2026051105010961,CLI,5,45,1,458.00,458.00
2026-05-11,6582,2026051105010888,CLI,5,49,2,457.50,915.00
2026-05-11,6583,2026051105010874,CLI,5,36,1,457.50,457.50
2026-05-11,6584,2026051105010832,CLI,5,58,3,457.00,"1,371.00"
2026-05-11,6585,2026051105010801,CLI,44,41,16,458.50,"7,336.00"
2026-05-11,6586,2026051105011193,DOLTI,58,1,20,359.90,"7,198.00"
2026-05-11,6587,2026051105011155,DOLTI,43,34,45,359.00,"16,155.00"
2026-05-11,6588,2026051105011154,DOLTI,42,34,55,359.00,"19,745.00"
2026-05-11,6589,2026051105011153,DOLTI,4,1,20,359.90,"7,198.00"
2026-05-11,6590,2026051105011150,DOLTI,70,1,97,359.90,"34,910.30"
2026-05-11,6591,2026051105010994,DOLTI,42,52,225,359.00,"80,775.00"
2026-05-11,6592,2026051105010790,DOLTI,7,52,10,359.90,"3,599.00"
2026-05-11,6593,2026051105010789,DOLTI,58,52,12,360.00,"4,320.00"
2026-05-11,6594,2026051105010788,DOLTI,37,52,10,360.00,"3,600.00"
2026-05-11,6595,2026051105010738,DOLTI,26,34,140,360.40,"50,456.00"
2026-05-11,6596,2026051105010818,DOLTI,58,52,20,359.00,"7,180.00"
2026-05-11,6597,2026051105010795,DOLTI,76,52,100,359.00,"35,900.00"
2026-05-11,6598,2026051105010794,DOLTI,64,52,270,359.00,"96,930.00"
2026-05-11,6599,2026051105010793,DOLTI,45,52,50,359.00,"17,950.00"
2026-05-11,6600,2026051105010792,DOLTI,42,52,50,359.00,"17,950.00"
2026-05-11,6601,2026051105010791,DOLTI,49,52,30,359.00,"10,770.00"
2026-05-11,6602,2026051105010993,DOLTI,36,28,29,358.00,"10,382.00"
2026-05-11,6603,2026051105010992,DOLTI,49,28,40,358.00,"14,320.00"
2026-05-11,6604,2026051105010991,DOLTI,44,28,231,358.00,"82,698.00"
2026-05-11,6605,2026051105010922,DOLTI,50,28,500,358.10,"179,050.00"
2026-05-11,6606,2026051105010835,DOLTI,53,52,20,359.00,"7,180.00"
2026-05-11,6607,2026051105010834,DOLTI,58,52,10,359.00,"3,590.00"
2026-05-11,6608,2026051105010969,DORDI,32,41,10,277.00,"2,770.00"
2026-05-11,6609,2026051105010913,DORDI,60,19,10,276.20,"2,762.00"
2026-05-11,6610,2026051105010981,EHPL,6,59,500,390.00,"195,000.00"
2026-05-11,6611,2026051105010921,ENL,58,19,10,887.60,"8,876.00"
2026-05-11,6612,2026051105011177,GCIL,58,50,12,420.00,"5,040.00"
2026-05-11,6613,2026051105010774,GCIL,16,51,1,416.00,416.00
2026-05-11,6614,2026051105010743,GCIL,16,63,12,419.10,"5,029.20"
2026-05-11,6615,2026051105010813,GCIL,16,17,12,419.10,"5,029.20"
2026-05-11,6616,2026051105010924,GCIL,48,36,10,420.00,"4,200.00"
2026-05-11,6617,2026051105010928,GCIL,45,58,10,420.00,"4,200.00"
2026-05-11,6618,2026051105010927,GCIL,45,36,490,420.00,"205,800.00"
2026-05-11,6619,2026051105011016,GCIL,28,22,12,420.00,"5,040.00"
2026-05-11,6620,2026051105011017,GCIL,28,8,10,420.00,"4,200.00"
2026-05-11,6621,2026051105011027,GVL,49,58,11,491.10,"5,402.10"
2026-05-11,6622,2026051105010986,GVL,49,38,11,491.10,"5,402.10"
2026-05-11,6623,2026051105010890,GVL,34,58,11,491.20,"5,403.20"
2026-05-11,6624,2026051105010838,GVL,34,57,11,491.20,"5,403.20"
2026-05-11,6625,2026051105010918,HATHY,25,19,45,819.00,"36,855.00"
2026-05-11,6626,2026051105011152,HDL,42,50,22,"1,172.00","25,784.00"
2026-05-11,6627,2026051105011096,HDL,1,50,20,"1,173.00","23,460.00"
2026-05-11,6628,2026051105011077,HDL,1,6,220,"1,173.00","258,060.00"
2026-05-11,6629,2026051105011076,HDL,1,42,10,"1,173.00","11,730.00"
2026-05-11,6630,2026051105010860,HDL,57,45,15,"1,168.90","17,533.50"
2026-05-11,6631,2026051105010859,HDL,57,8,10,"1,168.90","11,689.00"
2026-05-11,6632,2026051105010858,HDL,57,49,20,"1,168.80","23,376.00"
2026-05-11,6633,2026051105010857,HDL,57,74,86,"1,168.80","100,516.80"
2026-05-11,6634,2026051105010891,HDL,36,64,30,"1,169.10","35,073.00"
2026-05-11,6635,2026051105010868,HDL,57,43,30,"1,169.00","35,070.00"
2026-05-11,6636,2026051105010863,HDL,57,51,17,"1,169.00","19,873.00"
2026-05-11,6637,2026051105010862,HDL,57,38,12,"1,169.00","14,028.00"
2026-05-11,6638,2026051105010861,HDL,57,62,10,"1,168.90","11,689.00"
2026-05-11,6639,2026051105010939,HDL,42,8,10,"1,169.80","11,698.00"
2026-05-11,6640,2026051105010938,HDL,42,22,14,"1,169.70","16,375.80"
2026-05-11,6641,2026051105010937,HDL,42,64,22,"1,169.10","25,720.20"
2026-05-11,6642,2026051105011003,HDL,60,54,20,"1,170.00","23,400.00"
2026-05-11,6643,2026051105011002,HDL,60,38,66,"1,170.00","77,220.00"
2026-05-11,6644,2026051105010989,HDL,21,38,100,"1,170.00","117,000.00"
2026-05-11,6645,2026051105010979,HDL,32,38,30,"1,170.00","35,100.00"
2026-05-11,6646,2026051105010978,HDL,32,38,300,"1,170.00","351,000.00"
2026-05-11,6647,2026051105010940,HDL,42,57,250,"1,169.90","292,475.00"
2026-05-11,6648,2026051105011008,HDL,60,38,452,"1,170.00","528,840.00"
2026-05-11,6649,2026051105011007,HDL,60,63,24,"1,170.00","28,080.00"
2026-05-11,6650,2026051105011006,HDL,60,33,10,"1,170.00","11,700.00"
2026-05-11,6651,2026051105011005,HDL,60,40,10,"1,170.00","11,700.00"
2026-05-11,6652,2026051105011004,HDL,60,57,140,"1,170.00","163,800.00"
2026-05-11,6653,2026051105011075,HDL,1,45,50,"1,173.00","58,650.00"
2026-05-11,6654,2026051105011040,HDL,57,16,1,"1,162.00","1,162.00"
2026-05-11,6655,2026051105011036,HDL,38,50,84,"1,170.00","98,280.00"
2026-05-11,6656,2026051105011035,HDL,34,50,42,"1,170.00","49,140.00"
2026-05-11,6657,2026051105011034,HDL,60,50,174,"1,170.00","203,580.00"
2026-05-11,6658,2026051105011158,HHL,1,58,10,383.10,"3,831.00"
2026-05-11,6659,2026051105011139,HIDCL,50,48,21,273.60,"5,745.60"
2026-05-11,6660,2026051105011099,HIDCL,7,68,"1,000",273.00,"273,000.00"
2026-05-11,6661,2026051105011098,HIDCL,64,68,20,273.00,"5,460.00"
2026-05-11,6662,2026051105011097,HIDCL,36,68,245,273.00,"66,885.00"
2026-05-11,6663,2026051105010999,HIDCL,46,48,20,273.60,"5,472.00"
2026-05-11,6664,2026051105010998,HIDCL,46,45,480,273.60,"131,328.00"
2026-05-11,6665,2026051105010837,HIDCL,36,26,15,273.00,"4,095.00"
2026-05-11,6666,2026051105010759,HIDCL,32,45,10,273.60,"2,736.00"
2026-05-11,6667,2026051105010740,HIDCL,36,58,11,273.00,"3,003.00"
2026-05-11,6668,2026051105011178,HRL,39,45,87,700.90,"60,978.30"
2026-05-11,6669,2026051105011161,HRL,57,21,10,700.00,"7,000.00"
2026-05-11,6670,2026051105010782,HRL,21,47,10,700.10,"7,001.00"
2026-05-11,6671,2026051105010772,HRL,42,43,70,701.90,"49,133.00"
2026-05-11,6672,2026051105010741,HRL,35,37,20,702.00,"14,040.00"
2026-05-11,6673,2026051105010848,HRL,21,5,10,700.10,"7,001.00"
2026-05-11,6674,2026051105010847,HRL,58,5,90,700.20,"63,018.00"
2026-05-11,6675,2026051105010811,HRL,58,43,10,700.20,"7,002.00"
2026-05-11,6676,2026051105010799,HRL,35,37,10,702.00,"7,020.00"
2026-05-11,6677,2026051105010798,HRL,35,43,30,701.90,"21,057.00"
2026-05-11,6678,2026051105010897,HRL,57,57,21,700.00,"14,700.00"
2026-05-11,6679,2026051105010893,HRL,57,67,150,700.00,"105,000.00"
2026-05-11,6680,2026051105010892,HRL,57,5,300,700.00,"210,000.00"
2026-05-11,6681,2026051105010886,HRL,57,5,10,700.00,"7,000.00"
2026-05-11,6682,2026051105010885,HRL,21,5,40,700.10,"28,004.00"
2026-05-11,6683,2026051105010867,HRL,21,49,50,700.10,"35,005.00"
2026-05-11,6684,2026051105010943,HRL,57,58,900,700.00,"630,000.00"
2026-05-11,6685,2026051105010941,HRL,57,42,100,700.00,"70,000.00"
2026-05-11,6686,2026051105010915,HRL,17,42,50,701.90,"35,095.00"
2026-05-11,6687,2026051105010914,HRL,17,43,50,701.90,"35,095.00"
2026-05-11,6688,2026051105010911,HRL,57,25,100,700.00,"70,000.00"
2026-05-11,6689,2026051105011022,HRL,57,26,21,700.00,"14,700.00"
2026-05-11,6690,2026051105011021,HRL,57,33,"1,548",700.00,"1,083,600.00"
2026-05-11,6691,2026051105010956,HRL,57,6,50,700.00,"35,000.00"
2026-05-11,6692,2026051105010950,HRL,57,45,103,700.00,"72,100.00"
2026-05-11,6693,2026051105010944,HRL,57,17,10,700.00,"7,000.00"
2026-05-11,6694,2026051105011082,HRL,38,45,25,700.90,"17,522.50"
2026-05-11,6695,2026051105011071,HRL,42,59,33,700.00,"23,100.00"
2026-05-11,6696,2026051105011070,HRL,57,59,467,700.00,"326,900.00"
2026-05-11,6697,2026051105011069,HRL,57,44,100,700.00,"70,000.00"
2026-05-11,6698,2026051105011033,HRL,57,57,500,700.00,"350,000.00"
2026-05-11,6699,2026051105011026,HRL,57,6,100,700.00,"70,000.00"
2026-05-11,6700,2026051105011147,HRL,57,44,57,700.00,"39,900.00"
2026-05-11,6701,2026051105011146,HRL,34,44,43,700.00,"30,100.00"
2026-05-11,6702,2026051105011130,HRL,34,59,137,700.00,"95,900.00"
2026-05-11,6703,2026051105011129,HRL,58,59,40,700.00,"28,000.00"
2026-05-11,6704,2026051105011128,HRL,42,59,100,700.00,"70,000.00"
2026-05-11,6705,2026051105011127,HRL,42,59,23,700.00,"16,100.00"
2026-05-11,6706,2026051105011212,IHL,38,26,100,391.30,"39,130.00"
2026-05-11,6707,2026051105011170,IHL,42,21,10,391.30,"3,913.00"
2026-05-11,6708,2026051105010742,IHL,42,21,10,391.30,"3,913.00"
2026-05-11,6709,2026051105011134,ILI,38,36,28,439.00,"12,292.00"
2026-05-11,6710,2026051105011133,ILI,38,48,12,439.00,"5,268.00"
2026-05-11,6711,2026051105011132,ILI,38,58,10,439.00,"4,390.00"
2026-05-11,6712,2026051105011067,ILI,58,58,12,438.80,"5,265.60"
2026-05-11,6713,2026051105010826,ILI,58,39,12,438.80,"5,265.60"
2026-05-11,6714,2026051105010804,ILI,58,58,12,438.80,"5,265.60"
2026-05-11,6715,2026051105010764,ILI,58,19,12,438.80,"5,265.60"
2026-05-11,6716,2026051105010753,ILI,58,21,12,438.80,"5,265.60"
2026-05-11,6717,2026051105010908,KBSH,25,45,20,"1,517.10","30,342.00"
2026-05-11,6718,2026051105010831,KDBY,19,75,100,11.35,"1,135.00"
2026-05-11,6719,2026051105011199,KEF,86,49,100,10.62,"1,062.00"
2026-05-11,6720,2026051105011083,KEF,86,50,100,10.62,"1,062.00"
2026-05-11,6721,2026051105010866,MAKAR,42,21,10,495.00,"4,950.00"
2026-05-11,6722,2026051105011157,MANDU,35,17,10,813.20,"8,132.00"
2026-05-11,6723,2026051105011092,MANDU,35,58,10,813.20,"8,132.00"
2026-05-11,6724,2026051105011204,MBJC,14,57,350,287.00,"100,450.00"
2026-05-11,6725,2026051105011188,MBJC,81,57,"1,795",287.00,"515,165.00"
2026-05-11,6726,2026051105011187,MBJC,81,21,10,287.00,"2,870.00"
2026-05-11,6727,2026051105011186,MBJC,81,58,10,287.00,"2,870.00"
2026-05-11,6728,2026051105011185,MBJC,81,58,40,287.00,"11,480.00"
2026-05-11,6729,2026051105011184,MBJC,81,58,10,287.00,"2,870.00"
2026-05-11,6730,2026051105010819,MBJC,62,57,10,285.10,"2,851.00"
2026-05-11,6731,2026051105011081,MBJC,62,14,55,286.10,"15,735.50"
2026-05-11,6732,2026051105011047,MBJC,14,57,90,286.00,"25,740.00"
2026-05-11,6733,2026051105011046,MBJC,14,58,10,286.00,"2,860.00"
2026-05-11,6734,2026051105011045,MBJC,14,38,50,286.00,"14,300.00"
2026-05-11,6735,2026051105010929,MBJC,62,19,10,285.10,"2,851.00"
2026-05-11,6736,2026051105010878,MBJC,62,21,10,285.10,"2,851.00"
2026-05-11,6737,2026051105011183,MBJC,81,38,10,287.00,"2,870.00"
2026-05-11,6738,2026051105011182,MBJC,81,38,500,287.00,"143,500.00"
2026-05-11,6739,2026051105011181,MBJC,81,42,"1,325",287.00,"380,275.00"
2026-05-11,6740,2026051105011180,MBJC,81,85,"1,000",286.50,"286,500.00"
2026-05-11,6741,2026051105011179,MBJC,81,49,300,286.50,"85,950.00"
2026-05-11,6742,2026051105011156,MBJC,62,26,10,286.10,"2,861.00"
2026-05-11,6743,2026051105011194,MCHL,46,44,50,322.00,"16,100.00"
2026-05-11,6744,2026051105011141,MCHL,46,34,50,323.00,"16,150.00"
2026-05-11,6745,2026051105011080,MCHL,46,44,100,323.00,"32,300.00"
2026-05-11,6746,2026051105010953,MCHL,46,44,56,320.10,"17,925.60"
2026-05-11,6747,2026051105010884,MCHL,64,57,62,320.00,"19,840.00"
2026-05-11,6748,2026051105010883,MCHL,57,57,25,320.00,"8,000.00"
2026-05-11,6749,2026051105010840,MCHL,25,58,30,320.00,"9,600.00"
2026-05-11,6750,2026051105010829,MCHL,42,44,14,320.10,"4,481.40"
2026-05-11,6751,2026051105010780,MCHL,25,56,150,320.00,"48,000.00"
2026-05-11,6752,2026051105010773,MCHL,25,38,10,320.00,"3,200.00"
2026-05-11,6753,2026051105010882,MCHL,58,57,13,320.00,"4,160.00"
2026-05-11,6754,2026051105010845,MCHL,58,44,35,320.00,"11,200.00"
2026-05-11,6755,2026051105010844,MCHL,43,44,50,320.00,"16,000.00"
2026-05-11,6756,2026051105010843,MCHL,34,44,50,320.00,"16,000.00"
2026-05-11,6757,2026051105010842,MCHL,33,44,100,320.00,"32,000.00"
2026-05-11,6758,2026051105010841,MCHL,25,44,65,320.00,"20,800.00"
2026-05-11,6759,2026051105011189,MEHL,47,57,10,386.00,"3,860.00"
2026-05-11,6760,2026051105010779,MEHL,47,22,10,386.00,"3,860.00"
2026-05-11,6761,2026051105011215,MEL,34,57,10,239.20,"2,392.00"
2026-05-11,6762,2026051105011190,MEL,34,21,10,239.20,"2,392.00"
2026-05-11,6763,2026051105011162,MEL,34,57,10,239.20,"2,392.00"
2026-05-11,6764,2026051105011151,MEL,59,58,490,240.00,"117,600.00"
2026-05-11,6765,2026051105010856,MEL,34,57,10,239.20,"2,392.00"
2026-05-11,6766,2026051105010931,MEL,26,47,10,240.00,"2,400.00"
2026-05-11,6767,2026051105010957,MEL,59,8,10,240.00,"2,400.00"
2026-05-11,6768,2026051105010901,MHCL,34,67,165,354.00,"58,410.00"
2026-05-11,6769,2026051105010900,MHCL,45,67,405,354.00,"143,370.00"
2026-05-11,6770,2026051105011057,MHL,44,58,350,500.00,"175,000.00"
